row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,retail_sales_people,product_id,category,sub_category,product_name,returned,sales,quantity,discount,profit,order_year,order_month,order_month_name,order_quarter,order_weekday,shipping_days,profit_margin,loss_order,high_discount,late_shipping,weekend_order,high_value_order
5759,CA-2015-149300,2015-11-22,2015-11-23,First Class,BH-11710,Brosina Hoffman,Consumer,United States,Hialeah,Florida,33012,South,Cassandra Brandow,TEC-MA-10000423,Technology,Machines,Texas Instruments TI-34 Scientific Calculator,Not,32.99,3,0.5,-1.98,2015,11,November,4,Sunday,1,-6.0,True,True,False,True,False
5760,US-2016-111528,2016-12-30,2016-12-30,Same Day,JP-16135,Julie Prescott,Home Office,United States,Los Angeles,California,90032,West,Anna Andreadi,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,Yes,481.32,4,0.0,125.14,2016,12,December,4,Friday,0,26.0,False,False,False,False,True
5761,US-2016-111528,2016-12-30,2016-12-30,Same Day,JP-16135,Julie Prescott,Home Office,United States,Los Angeles,California,90032,West,Anna Andreadi,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,Yes,6.38,1,0.2,2.15,2016,12,December,4,Friday,0,33.7,False,False,False,False,False
5762,CA-2017-158169,2017-12-08,2017-12-08,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Lake Forest,California,92630,West,Anna Andreadi,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,Not,542.94,3,0.0,152.02,2017,12,December,4,Friday,0,28.0,False,False,False,False,True
5763,CA-2017-158169,2017-12-08,2017-12-08,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Lake Forest,California,92630,West,Anna Andreadi,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,Not,54.92,4,0.0,19.77,2017,12,December,4,Friday,0,36.0,False,False,False,False,False
5764,CA-2015-162047,2015-03-11,2015-05-11,First Class,FH-14365,Fred Hopkins,Corporate,United States,Long Beach,New York,11561,East,Chuck Magee,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Not,1448.82,10,0.1,209.27,2015,3,March,1,Wednesday,61,14.44,False,False,True,False,True
5765,CA-2015-117772,2015-10-09,2015-12-09,Second Class,MC-17575,Matt Collins,Consumer,United States,Seattle,Washington,98103,West,Anna Andreadi,OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",Not,353.88,6,0.0,17.69,2015,10,October,4,Friday,61,5.0,False,False,True,False,True
5766,US-2014-126340,2014-08-11,2014-11-14,Standard Class,EB-13870,Emily Burns,Consumer,United States,Redding,California,96003,West,Anna Andreadi,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,Not,333.58,3,0.2,25.02,2014,8,August,3,Monday,95,7.5,False,False,True,False,True
5767,CA-2016-149685,2016-08-10,2016-10-15,Standard Class,PM-19135,Peter McVee,Home Office,United States,San Antonio,Texas,78207,Central,Kelly Williams,OFF-LA-10004545,Office Supplies,Labels,Avery 50,Not,60.14,6,0.2,20.3,2016,8,August,3,Wednesday,66,33.75,False,False,True,False,False
5768,CA-2017-126396,2017-08-09,2017-12-09,Second Class,AR-10345,Alex Russell,Corporate,United States,Houston,Texas,77070,Central,Kelly Williams,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,Not,85.2,6,0.2,20.24,2017,8,August,3,Wednesday,122,23.76,False,False,True,False,False
5769,CA-2015-154900,2015-02-25,2015-02-25,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Leominster,Massachusetts,1453,East,Chuck Magee,OFF-LA-10001641,Office Supplies,Labels,Avery 518,Not,3.15,1,0.0,1.51,2015,2,February,1,Wednesday,0,47.94,False,False,False,False,False
5770,CA-2015-154900,2015-02-25,2015-02-25,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Leominster,Massachusetts,1453,East,Chuck Magee,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Not,22.72,4,0.0,10.22,2015,2,February,1,Wednesday,0,44.98,False,False,False,False,False
5771,CA-2015-103835,2015-09-24,2015-09-28,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Los Angeles,California,90032,West,Anna Andreadi,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",Not,14.91,3,0.0,4.62,2015,9,September,3,Thursday,4,30.99,False,False,False,False,False
5772,CA-2015-103835,2015-09-24,2015-09-28,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Los Angeles,California,90032,West,Anna Andreadi,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,Not,1158.12,4,0.0,335.85,2015,9,September,3,Thursday,4,29.0,False,False,False,False,True
5773,CA-2015-158939,2015-11-26,2015-11-26,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Springfield,Missouri,65807,Central,Kelly Williams,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,Not,599.99,1,0.0,234.0,2015,11,November,4,Thursday,0,39.0,False,False,False,False,True
5774,CA-2016-117408,2016-08-31,2016-08-31,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Waco,Texas,76706,Central,Kelly Williams,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,Not,23.97,2,0.2,2.4,2016,8,August,3,Wednesday,0,10.01,False,False,False,False,False
5775,CA-2016-142398,2016-12-04,2016-12-04,Standard Class,BP-11290,Beth Paige,Consumer,United States,Los Angeles,California,90036,West,Anna Andreadi,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,Yes,638.29,7,0.2,-31.91,2016,12,December,4,Sunday,0,-5.0,True,False,False,True,True
5776,CA-2016-142398,2016-12-04,2016-12-04,Standard Class,BP-11290,Beth Paige,Consumer,United States,Los Angeles,California,90036,West,Anna Andreadi,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,Yes,13.21,1,0.2,4.62,2016,12,December,4,Sunday,0,34.97,False,False,False,True,False
5777,CA-2016-105277,2016-04-12,2016-08-12,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Auburn,New York,13021,East,Chuck Magee,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,Not,15.53,3,0.2,5.82,2016,4,April,2,Tuesday,122,37.48,False,False,True,False,False
5778,CA-2016-112060,2016-04-12,2016-09-12,Standard Class,KT-16465,Kean Takahito,Consumer,United States,San Francisco,California,94109,West,Anna Andreadi,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,Not,104.85,1,0.0,50.33,2016,4,April,2,Tuesday,153,48.0,False,False,True,False,False
5779,CA-2014-105270,2014-11-11,2014-11-18,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90008,West,Anna Andreadi,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,Yes,30.48,3,0.0,7.92,2014,11,November,4,Tuesday,7,25.98,False,False,True,False,False
5780,CA-2014-105270,2014-11-11,2014-11-18,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90008,West,Anna Andreadi,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,Yes,112.65,1,0.2,11.26,2014,11,November,4,Tuesday,7,10.0,False,False,True,False,False
5781,US-2015-159513,2015-02-04,2015-09-04,Standard Class,JD-15790,John Dryer,Consumer,United States,Los Angeles,California,90049,West,Anna Andreadi,TEC-MA-10003329,Technology,Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black",Not,71.98,3,0.2,24.29,2015,2,February,1,Wednesday,212,33.75,False,False,True,False,False
5782,CA-2015-155586,2015-12-12,2015-12-16,Second Class,XP-21865,Xylona Preis,Consumer,United States,Chico,California,95928,West,Anna Andreadi,OFF-AR-10001547,Office Supplies,Art,Newell 311,Not,2.21,1,0.0,0.6,2015,12,December,4,Saturday,4,27.15,False,False,False,True,False
5783,CA-2015-155586,2015-12-12,2015-12-16,Second Class,XP-21865,Xylona Preis,Consumer,United States,Chico,California,95928,West,Anna Andreadi,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,Not,15.52,4,0.0,7.45,2015,12,December,4,Saturday,4,48.0,False,False,False,True,False
5784,CA-2015-155586,2015-12-12,2015-12-16,Second Class,XP-21865,Xylona Preis,Consumer,United States,Chico,California,95928,West,Anna Andreadi,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",Not,36.44,4,0.0,16.4,2015,12,December,4,Saturday,4,45.01,False,False,False,True,False
5785,CA-2017-141117,2017-02-10,2017-08-10,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,97477,West,Anna Andreadi,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Not,217.76,6,0.7,-384.72,2017,2,February,1,Friday,181,-176.67,True,True,True,False,True
5786,CA-2017-141117,2017-02-10,2017-08-10,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,97477,West,Anna Andreadi,OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors,Not,39.07,6,0.2,4.4,2017,2,February,1,Friday,181,11.26,False,False,True,False,False
5787,CA-2017-141117,2017-02-10,2017-08-10,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,97477,West,Anna Andreadi,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Not,22.64,7,0.7,-16.6,2017,2,February,1,Friday,181,-73.32,True,True,True,False,False
5788,CA-2017-141117,2017-02-10,2017-08-10,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,97477,West,Anna Andreadi,OFF-AR-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener,Not,95.14,7,0.2,10.7,2017,2,February,1,Friday,181,11.25,False,False,True,False,False
5789,CA-2017-115070,2017-10-04,2017-10-04,Second Class,MG-18205,Mitch Gastineau,Corporate,United States,Jacksonville,Florida,32216,South,Cassandra Brandow,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,Not,12.32,5,0.2,1.85,2017,10,October,4,Wednesday,0,15.02,False,False,False,False,False
5790,CA-2017-115070,2017-10-04,2017-10-04,Second Class,MG-18205,Mitch Gastineau,Corporate,United States,Jacksonville,Florida,32216,South,Cassandra Brandow,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Not,4.42,3,0.7,-3.09,2017,10,October,4,Wednesday,0,-69.91,True,True,False,False,False
5791,CA-2017-140186,2017-09-29,2017-09-29,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,West,Anna Andreadi,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,Yes,35.0,7,0.0,16.8,2017,9,September,3,Friday,0,48.0,False,False,False,False,False
5792,CA-2017-140186,2017-09-29,2017-09-29,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,West,Anna Andreadi,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",Yes,72.78,1,0.2,0.0,2017,9,September,3,Friday,0,0.0,False,False,False,False,False
5793,CA-2017-140186,2017-09-29,2017-09-29,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,West,Anna Andreadi,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Yes,97.84,2,0.0,25.44,2017,9,September,3,Friday,0,26.0,False,False,False,False,False
5794,CA-2017-140186,2017-09-29,2017-09-29,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,West,Anna Andreadi,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Yes,51.75,1,0.0,15.53,2017,9,September,3,Friday,0,30.01,False,False,False,False,False
5795,CA-2017-140186,2017-09-29,2017-09-29,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,West,Anna Andreadi,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,Yes,46.67,2,0.2,16.34,2017,9,September,3,Friday,0,35.01,False,False,False,False,False
5796,CA-2014-124856,2014-09-29,2014-09-29,Second Class,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011,East,Chuck Magee,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",Not,1395.54,9,0.0,362.84,2014,9,September,3,Monday,0,26.0,False,False,False,False,True
5797,CA-2014-124856,2014-09-29,2014-09-29,Second Class,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011,East,Chuck Magee,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",Not,117.36,4,0.0,36.38,2014,9,September,3,Monday,0,31.0,False,False,False,False,False
5798,CA-2014-124856,2014-09-29,2014-09-29,Second Class,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011,East,Chuck Magee,OFF-LA-10000121,Office Supplies,Labels,Avery 48,Not,18.9,3,0.0,8.69,2014,9,September,3,Monday,0,45.98,False,False,False,False,False
5799,CA-2014-124856,2014-09-29,2014-09-29,Second Class,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011,East,Chuck Magee,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,Not,77.52,2,0.0,37.98,2014,9,September,3,Monday,0,48.99,False,False,False,False,False
5800,CA-2014-166716,2014-08-20,2014-08-25,Second Class,CR-12730,Craig Reiter,Consumer,United States,Chicago,Illinois,60610,Central,Kelly Williams,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",Not,421.37,2,0.3,-6.02,2014,8,August,3,Wednesday,5,-1.43,True,True,False,False,True
5801,CA-2014-123225,2014-11-07,2014-11-07,First Class,MN-17935,Michael Nguyen,Consumer,United States,El Paso,Texas,79907,Central,Kelly Williams,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,Yes,575.97,4,0.2,43.2,2014,11,November,4,Friday,0,7.5,False,False,False,False,True
5802,CA-2014-123225,2014-11-07,2014-11-07,First Class,MN-17935,Michael Nguyen,Consumer,United States,El Paso,Texas,79907,Central,Kelly Williams,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,Yes,10.37,2,0.2,3.63,2014,11,November,4,Friday,0,35.0,False,False,False,False,False
5803,CA-2015-163440,2015-03-22,2015-03-24,First Class,RD-19900,Ruben Dartt,Consumer,United States,Thousand Oaks,California,91360,West,Anna Andreadi,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,Not,15.98,2,0.2,1.2,2015,3,March,1,Sunday,2,7.51,False,False,False,True,False
5804,US-2017-106796,2017-12-05,2017-12-05,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Springfield,Ohio,45503,East,Chuck Magee,OFF-AR-10003504,Office Supplies,Art,Newell 347,Not,10.27,3,0.2,1.16,2017,12,December,4,Tuesday,0,11.3,False,False,False,False,False
5805,CA-2017-113873,2017-11-13,2017-11-19,Standard Class,KE-16420,Katrina Edelman,Corporate,United States,Dallas,Texas,75220,Central,Kelly Williams,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Not,61.79,4,0.2,6.18,2017,11,November,4,Monday,6,10.0,False,False,True,False,False
5806,CA-2017-113873,2017-11-13,2017-11-19,Standard Class,KE-16420,Katrina Edelman,Corporate,United States,Dallas,Texas,75220,Central,Kelly Williams,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",Not,206.0,3,0.32,-27.26,2017,11,November,4,Monday,6,-13.23,True,True,True,False,False
5807,CA-2016-149783,2016-04-09,2016-07-09,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Knoxville,Tennessee,37918,South,Cassandra Brandow,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Not,12.19,3,0.2,4.11,2016,4,April,2,Saturday,91,33.72,False,False,True,True,False
5808,CA-2016-149783,2016-04-09,2016-07-09,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Knoxville,Tennessee,37918,South,Cassandra Brandow,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,Not,87.17,2,0.2,8.72,2016,4,April,2,Saturday,91,10.0,False,False,True,True,False
5809,CA-2016-149783,2016-04-09,2016-07-09,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Knoxville,Tennessee,37918,South,Cassandra Brandow,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,Not,31.74,2,0.2,8.33,2016,4,April,2,Saturday,91,26.24,False,False,True,True,False
5810,CA-2016-125017,2016-06-02,2016-11-02,Standard Class,KB-16240,Karen Bern,Corporate,United States,Chattanooga,Tennessee,37421,South,Cassandra Brandow,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Not,132.22,4,0.2,-18.18,2016,6,June,2,Thursday,153,-13.75,True,False,True,False,False
5811,US-2015-163279,2015-03-22,2015-03-26,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,San Diego,California,92037,West,Anna Andreadi,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,Not,105.52,4,0.0,48.54,2015,3,March,1,Sunday,4,46.0,False,False,False,True,False
5812,US-2015-163279,2015-03-22,2015-03-26,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,San Diego,California,92037,West,Anna Andreadi,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Not,91.96,2,0.0,15.63,2015,3,March,1,Sunday,4,17.0,False,False,False,True,False
5813,US-2015-163279,2015-03-22,2015-03-26,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,San Diego,California,92037,West,Anna Andreadi,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,Not,1487.98,3,0.2,186.0,2015,3,March,1,Sunday,4,12.5,False,False,False,True,True
5814,CA-2015-150196,2015-02-07,2015-03-07,First Class,SR-20740,Steven Roelle,Home Office,United States,New York City,New York,10024,East,Chuck Magee,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,Not,19.44,3,0.0,9.33,2015,2,February,1,Saturday,28,47.99,False,False,True,True,False
5815,US-2015-106495,2015-06-15,2015-06-17,First Class,AC-10450,Amy Cox,Consumer,United States,Tampa,Florida,33614,South,Cassandra Brandow,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,Not,11.67,1,0.2,-0.73,2015,6,June,2,Monday,2,-6.26,True,False,False,False,False
5816,CA-2014-124730,2014-11-26,2014-11-26,Same Day,LS-17245,Lynn Smith,Consumer,United States,Utica,New York,13501,East,Chuck Magee,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,Not,279.96,4,0.0,78.39,2014,11,November,4,Wednesday,0,28.0,False,False,False,False,True
5817,CA-2014-124730,2014-11-26,2014-11-26,Same Day,LS-17245,Lynn Smith,Consumer,United States,Utica,New York,13501,East,Chuck Magee,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Not,12.91,3,0.2,4.68,2014,11,November,4,Wednesday,0,36.25,False,False,False,False,False
5818,CA-2014-124730,2014-11-26,2014-11-26,Same Day,LS-17245,Lynn Smith,Consumer,United States,Utica,New York,13501,East,Chuck Magee,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,Not,17.09,4,0.2,5.77,2014,11,November,4,Wednesday,0,33.76,False,False,False,False,False
5819,CA-2014-124730,2014-11-26,2014-11-26,Same Day,LS-17245,Lynn Smith,Consumer,United States,Utica,New York,13501,East,Chuck Magee,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Not,93.15,9,0.0,44.71,2014,11,November,4,Wednesday,0,48.0,False,False,False,False,False
5820,CA-2014-124730,2014-11-26,2014-11-26,Same Day,LS-17245,Lynn Smith,Consumer,United States,Utica,New York,13501,East,Chuck Magee,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,Not,11.52,4,0.0,5.64,2014,11,November,4,Wednesday,0,48.96,False,False,False,False,False
5821,CA-2017-117632,2017-12-05,2017-12-05,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,San Francisco,California,94122,West,Anna Andreadi,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,Not,238.62,2,0.0,4.77,2017,12,December,4,Tuesday,0,2.0,False,False,False,False,True
5822,CA-2017-117632,2017-12-05,2017-12-05,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,San Francisco,California,94122,West,Anna Andreadi,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Not,7.77,1,0.0,2.1,2017,12,December,4,Tuesday,0,27.03,False,False,False,False,False
5823,CA-2017-117632,2017-12-05,2017-12-05,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,San Francisco,California,94122,West,Anna Andreadi,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Not,285.48,5,0.2,-10.71,2017,12,December,4,Tuesday,0,-3.75,True,False,False,False,True
5824,CA-2017-117632,2017-12-05,2017-12-05,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,San Francisco,California,94122,West,Anna Andreadi,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",Not,19.17,4,0.2,6.47,2017,12,December,4,Tuesday,0,33.75,False,False,False,False,False
5825,CA-2014-115056,2014-02-05,2014-02-05,Same Day,AR-10510,Andrew Roberts,Consumer,United States,Columbus,Ohio,43229,East,Chuck Magee,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,Not,26.14,3,0.2,1.96,2014,2,February,1,Wednesday,0,7.5,False,False,False,False,False
5826,CA-2017-161067,2017-03-09,2017-06-09,Second Class,KB-16405,Katrina Bavinger,Home Office,United States,New York City,New York,10035,East,Chuck Magee,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,Not,419.4,4,0.0,201.31,2017,3,March,1,Thursday,92,48.0,False,False,True,False,True
5827,CA-2017-161067,2017-03-09,2017-06-09,Second Class,KB-16405,Katrina Bavinger,Home Office,United States,New York City,New York,10035,East,Chuck Magee,FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Not,90.8,1,0.1,14.12,2017,3,March,1,Thursday,92,15.55,False,False,True,False,False
5828,CA-2017-161067,2017-03-09,2017-06-09,Second Class,KB-16405,Katrina Bavinger,Home Office,United States,New York City,New York,10035,East,Chuck Magee,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,Not,181.76,2,0.1,-8.08,2017,3,March,1,Thursday,92,-4.45,True,False,True,False,False
5829,CA-2017-161067,2017-03-09,2017-06-09,Second Class,KB-16405,Katrina Bavinger,Home Office,United States,New York City,New York,10035,East,Chuck Magee,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,Not,5.56,2,0.0,2.22,2017,3,March,1,Thursday,92,39.93,False,False,True,False,False
5830,CA-2016-122063,2016-03-12,2016-07-12,Standard Class,MM-17920,Michael Moore,Consumer,United States,Richmond,Indiana,47374,Central,Kelly Williams,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,Not,581.96,2,0.0,104.75,2016,3,March,1,Saturday,122,18.0,False,False,True,True,True
5831,CA-2016-122063,2016-03-12,2016-07-12,Standard Class,MM-17920,Michael Moore,Consumer,United States,Richmond,Indiana,47374,Central,Kelly Williams,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",Not,29.98,1,0.0,8.09,2016,3,March,1,Saturday,122,26.98,False,False,True,True,False
5832,CA-2015-111206,2015-07-18,2015-07-22,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,San Diego,California,92105,West,Anna Andreadi,TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,Not,519.96,4,0.0,176.79,2015,7,July,3,Saturday,4,34.0,False,False,False,True,True
5833,CA-2016-142895,2016-07-21,2016-07-26,Standard Class,BP-11290,Beth Paige,Consumer,United States,Concord,North Carolina,28027,South,Cassandra Brandow,OFF-LA-10000262,Office Supplies,Labels,Avery 494,Not,6.26,3,0.2,2.04,2016,7,July,3,Thursday,5,32.59,False,False,False,False,False
5834,CA-2016-142895,2016-07-21,2016-07-26,Standard Class,BP-11290,Beth Paige,Consumer,United States,Concord,North Carolina,28027,South,Cassandra Brandow,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",Not,363.92,5,0.2,0.0,2016,7,July,3,Thursday,5,0.0,False,False,False,False,True
5835,CA-2015-101868,2015-09-06,2015-09-06,Standard Class,MJ-17740,Max Jones,Consumer,United States,Miami,Florida,33178,South,Cassandra Brandow,OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",Not,64.2,5,0.7,-42.8,2015,9,September,3,Sunday,0,-66.67,True,True,False,True,False
5836,CA-2015-101868,2015-09-06,2015-09-06,Standard Class,MJ-17740,Max Jones,Consumer,United States,Miami,Florida,33178,South,Cassandra Brandow,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Not,38.52,3,0.7,-26.96,2015,9,September,3,Sunday,0,-69.99,True,True,False,True,False
5837,CA-2015-101868,2015-09-06,2015-09-06,Standard Class,MJ-17740,Max Jones,Consumer,United States,Miami,Florida,33178,South,Cassandra Brandow,TEC-AC-10004396,Technology,Accessories,Logitech Keyboard K120,Not,72.6,5,0.2,-8.17,2015,9,September,3,Sunday,0,-11.25,True,False,False,True,False
5838,CA-2017-133207,2017-11-27,2017-11-27,Standard Class,DO-13645,Doug O'Connell,Consumer,United States,Los Angeles,California,90036,West,Anna Andreadi,TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,Not,57.57,4,0.2,5.76,2017,11,November,4,Monday,0,10.01,False,False,False,False,False
5839,CA-2015-132948,2015-03-27,2015-03-27,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Seattle,Washington,98115,West,Anna Andreadi,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,Not,83.7,5,0.0,3.35,2015,3,March,1,Friday,0,4.0,False,False,False,False,False
5840,CA-2015-134992,2015-09-22,2015-09-26,Second Class,MG-17875,Michael Grace,Home Office,United States,Arlington,Virginia,22204,South,Cassandra Brandow,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,Not,32.4,5,0.0,15.55,2015,9,September,3,Tuesday,4,47.99,False,False,False,False,False
5841,CA-2015-134992,2015-09-22,2015-09-26,Second Class,MG-17875,Michael Grace,Home Office,United States,Arlington,Virginia,22204,South,Cassandra Brandow,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Not,47.98,2,0.0,11.04,2015,9,September,3,Tuesday,4,23.01,False,False,False,False,False
